a,b,c,d,stairsum,len
10,12,3,19,40,5.7142857143
10,12,4,18,40,6.6666666667
10,12,5,17,40,8
10,12,6,16,40,10
10,12,7,15,40,13.3333333333
10,12,8,14,40,20
10,12,9,13,40,40
11,11,2,20,40,4.4444444444
11,11,3,19,40,5
11,11,4,18,40,5.7142857143
11,11,5,17,40,6.6666666667
11,11,6,16,40,8
11,11,7,15,40,10
11,11,8,14,40,13.3333333333
11,11,9,13,40,20
11,11,10,12,40,40
12,10,2,20,40,4
12,10,3,19,40,4.4444444444
12,10,4,18,40,5
12,10,5,17,40,5.7142857143
12,10,6,16,40,6.6666666667
12,10,7,15,40,8
12,10,8,14,40,10
12,10,9,13,40,13.3333333333
12,10,10,12,40,20
12,10,11,11,40,40
13,9,2,20,40,3.6363636364
13,9,3,19,40,4
13,9,4,18,40,4.4444444444
13,9,5,17,40,5
13,9,6,16,40,5.7142857143
13,9,7,15,40,6.6666666667
13,9,8,14,40,8
13,9,9,13,40,10
13,9,10,12,40,13.3333333333
13,9,11,11,40,20
13,9,12,10,40,40
14,8,2,20,40,3.3333333333
14,8,3,19,40,3.6363636364
14,8,4,18,40,4
14,8,5,17,40,4.4444444444
14,8,6,16,40,5
14,8,7,15,40,5.7142857143
14,8,8,14,40,6.6666666667
14,8,9,13,40,8
14,8,10,12,40,10
14,8,11,11,40,13.3333333333
14,8,12,10,40,20
14,8,13,9,40,40
15,7,2,20,40,3.0769230769
15,7,3,19,40,3.3333333333
15,7,4,18,40,3.6363636364
15,7,5,17,40,4
15,7,6,16,40,4.4444444444
15,7,7,15,40,5
15,7,8,14,40,5.7142857143
15,7,9,13,40,6.6666666667
15,7,10,12,40,8
15,7,11,11,40,10
15,7,12,10,40,13.3333333333
15,7,13,9,40,20
15,7,14,8,40,40
16,6,2,20,40,2.8571428571
16,6,3,19,40,3.0769230769
16,6,4,18,40,3.3333333333
16,6,5,17,40,3.6363636364
16,6,6,16,40,4
16,6,7,15,40,4.4444444444
16,6,8,14,40,5
16,6,9,13,40,5.7142857143
16,6,10,12,40,6.6666666667
16,6,11,11,40,8
16,6,12,10,40,10
16,6,13,9,40,13.3333333333
16,6,14,8,40,20
16,6,15,7,40,40
17,5,2,20,40,2.6666666667
17,5,3,19,40,2.8571428571
17,5,4,18,40,3.0769230769
17,5,5,17,40,3.3333333333
17,5,6,16,40,3.6363636364
17,5,7,15,40,4
17,5,8,14,40,4.4444444444
17,5,9,13,40,5
17,5,10,12,40,5.7142857143
17,5,11,11,40,6.6666666667
17,5,12,10,40,8
17,5,13,9,40,10
17,5,14,8,40,13.3333333333
17,5,15,7,40,20
17,5,16,6,40,40
18,4,2,20,40,2.5
18,4,3,19,40,2.6666666667
18,4,4,18,40,2.8571428571
18,4,5,17,40,3.0769230769
18,4,6,16,40,3.3333333333
18,4,7,15,40,3.6363636364
18,4,8,14,40,4
18,4,9,13,40,4.4444444444
18,4,10,12,40,5
18,4,11,11,40,5.7142857143
18,4,12,10,40,6.6666666667
18,4,13,9,40,8
18,4,14,8,40,10
18,4,15,7,40,13.3333333333
18,4,16,6,40,20
18,4,17,5,40,40
19,3,2,20,40,2.3529411765
19,3,3,19,40,2.5
19,3,4,18,40,2.6666666667
19,3,5,17,40,2.8571428571
19,3,6,16,40,3.0769230769
19,3,7,15,40,3.3333333333
19,3,8,14,40,3.6363636364
19,3,9,13,40,4
19,3,10,12,40,4.4444444444
19,3,11,11,40,5
19,3,12,10,40,5.7142857143
19,3,13,9,40,6.6666666667
19,3,14,8,40,8
19,3,15,7,40,10
19,3,16,6,40,13.3333333333
19,3,17,5,40,20
19,3,18,4,40,40
20,2,2,20,40,2.2222222222
20,2,3,19,40,2.3529411765
20,2,4,18,40,2.5
20,2,5,17,40,2.6666666667
20,2,6,16,40,2.8571428571
20,2,7,15,40,3.0769230769
20,2,8,14,40,3.3333333333
20,2,9,13,40,3.6363636364
20,2,10,12,40,4
20,2,11,11,40,4.4444444444
20,2,12,10,40,5
20,2,13,9,40,5.7142857143
20,2,14,8,40,6.6666666667
20,2,15,7,40,8
20,2,16,6,40,10
20,2,17,5,40,13.3333333333
20,2,18,4,40,20
20,2,19,3,40,40
3,20,2,21,42,42
4,19,2,21,42,21
4,19,3,20,42,42
5,18,2,21,42,14
5,18,3,20,42,21
5,18,4,19,42,42
6,17,2,21,42,10.5
6,17,3,20,42,14
6,17,4,19,42,21
6,17,5,18,42,42
7,16,2,21,42,8.4
7,16,3,20,42,10.5
7,16,4,19,42,14
7,16,5,18,42,21
7,16,6,17,42,42
8,15,2,21,42,7
8,15,3,20,42,8.4
8,15,4,19,42,10.5
8,15,5,18,42,14
8,15,6,17,42,21
8,15,7,16,42,42
9,14,2,21,42,6
9,14,3,20,42,7
9,14,4,19,42,8.4
9,14,5,18,42,10.5
9,14,6,17,42,14
9,14,7,16,42,21
9,14,8,15,42,42
10,13,2,21,42,5.25
10,13,3,20,42,6
10,13,4,19,42,7
10,13,5,18,42,8.4
10,13,6,17,42,10.5
10,13,7,16,42,14
10,13,8,15,42,21
10,13,9,14,42,42
11,12,2,21,42,4.6666666667
11,12,3,20,42,5.25
11,12,4,19,42,6
11,12,5,18,42,7
11,12,6,17,42,8.4
11,12,7,16,42,10.5
11,12,8,15,42,14
11,12,9,14,42,21
11,12,10,13,42,42
12,11,2,21,42,4.2
12,11,3,20,42,4.6666666667
12,11,4,19,42,5.25
12,11,5,18,42,6
12,11,6,17,42,7
12,11,7,16,42,8.4
12,11,8,15,42,10.5
12,11,9,14,42,14
12,11,10,13,42,21
12,11,11,12,42,42
13,10,2,21,42,3.8181818182
13,10,3,20,42,4.2
13,10,4,19,42,4.6666666667
13,10,5,18,42,5.25
13,10,6,17,42,6
13,10,7,16,42,7
13,10,8,15,42,8.4
13,10,9,14,42,10.5
13,10,10,13,42,14
13,10,11,12,42,21
13,10,12,11,42,42
14,9,2,21,42,3.5
14,9,3,20,42,3.8181818182
14,9,4,19,42,4.2
14,9,5,18,42,4.6666666667
14,9,6,17,42,5.25
14,9,7,16,42,6
14,9,8,15,42,7
14,9,9,14,42,8.4
14,9,10,13,42,10.5
14,9,11,12,42,14
14,9,12,11,42,21
14,9,13,10,42,42
15,8,2,21,42,3.2307692308
15,8,3,20,42,3.5
15,8,4,19,42,3.8181818182
15,8,5,18,42,4.2
15,8,6,17,42,4.6666666667
15,8,7,16,42,5.25
15,8,8,15,42,6
15,8,9,14,42,7
15,8,10,13,42,8.4
15,8,11,12,42,10.5
15,8,12,11,42,14
15,8,13,10,42,21
15,8,14,9,42,42
16,7,2,21,42,3
16,7,3,20,42,3.2307692308
16,7,4,19,42,3.5
16,7,5,18,42,3.8181818182
16,7,6,17,42,4.2
16,7,7,16,42,4.6666666667
16,7,8,15,42,5.25
16,7,9,14,42,6
16,7,10,13,42,7
16,7,11,12,42,8.4
16,7,12,11,42,10.5
16,7,13,10,42,14
16,7,14,9,42,21
16,7,15,8,42,42
17,6,2,21,42,2.8
17,6,3,20,42,3
17,6,4,19,42,3.2307692308
17,6,5,18,42,3.5
17,6,6,17,42,3.8181818182
17,6,7,16,42,4.2
17,6,8,15,42,4.6666666667
17,6,9,14,42,5.25
17,6,10,13,42,6
17,6,11,12,42,7
17,6,12,11,42,8.4
17,6,13,10,42,10.5
17,6,14,9,42,14
17,6,15,8,42,21
17,6,16,7,42,42
18,5,2,21,42,2.625
18,5,3,20,42,2.8
18,5,4,19,42,3
18,5,5,18,42,3.2307692308
18,5,6,17,42,3.5
18,5,7,16,42,3.8181818182
18,5,8,15,42,4.2
18,5,9,14,42,4.6666666667
18,5,10,13,42,5.25
18,5,11,12,42,6
18,5,12,11,42,7
18,5,13,10,42,8.4
18,5,14,9,42,10.5
18,5,15,8,42,14
18,5,16,7,42,21
18,5,17,6,42,42
19,4,2,21,42,2.4705882353
19,4,3,20,42,2.625
19,4,4,19,42,2.8
19,4,5,18,42,3
19,4,6,17,42,3.2307692308
19,4,7,16,42,3.5
19,4,8,15,42,3.8181818182
19,4,9,14,42,4.2
19,4,10,13,42,4.6666666667
19,4,11,12,42,5.25
19,4,12,11,42,6
19,4,13,10,42,7
19,4,14,9,42,8.4
19,4,15,8,42,10.5
19,4,16,7,42,14
19,4,17,6,42,21
19,4,18,5,42,42
20,3,2,21,42,2.3333333333
20,3,3,20,42,2.4705882353
20,3,4,19,42,2.625
20,3,5,18,42,2.8
20,3,6,17,42,3
20,3,7,16,42,3.2307692308
20,3,8,15,42,3.5
20,3,9,14,42,3.8181818182
20,3,10,13,42,4.2
20,3,11,12,42,4.6666666667
20,3,12,11,42,5.25
20,3,13,10,42,6
20,3,14,9,42,7
20,3,15,8,42,8.4
20,3,16,7,42,10.5
20,3,17,6,42,14
20,3,18,5,42,21
20,3,19,4,42,42
21,2,2,21,42,2.2105263158
21,2,3,20,42,2.3333333333
21,2,4,19,42,2.4705882353
21,2,5,18,42,2.625
21,2,6,17,42,2.8
21,2,7,16,42,3
21,2,8,15,42,3.2307692308
21,2,9,14,42,3.5
21,2,10,13,42,3.8181818182
21,2,11,12,42,4.2
21,2,12,11,42,4.6666666667
21,2,13,10,42,5.25
21,2,14,9,42,6
21,2,15,8,42,7
21,2,16,7,42,8.4
21,2,17,6,42,10.5
21,2,18,5,42,14
21,2,19,4,42,21
21,2,20,3,42,42
3,21,2,22,44,44
4,20,2,22,44,22
4,20,3,21,44,44
5,19,2,22,44,14.6666666667
5,19,3,21,44,22
5,19,4,20,44,44
6,18,2,22,44,11
6,18,3,21,44,14.6666666667
6,18,4,20,44,22
6,18,5,19,44,44
7,17,2,22,44,8.8
7,17,3,21,44,11
7,17,4,20,44,14.6666666667
7,17,5,19,44,22
7,17,6,18,44,44
8,16,2,22,44,7.3333333333
8,16,3,21,44,8.8
8,16,4,20,44,11
8,16,5,19,44,14.6666666667
8,16,6,18,44,22
8,16,7,17,44,44
9,15,2,22,44,6.2857142857
9,15,3,21,44,7.3333333333
9,15,4,20,44,8.8
9,15,5,19,44,11
9,15,6,18,44,14.6666666667
9,15,7,17,44,22
9,15,8,16,44,44
10,14,2,22,44,5.5
10,14,3,21,44,6.2857142857
10,14,4,20,44,7.3333333333
10,14,5,19,44,8.8
10,14,6,18,44,11
10,14,7,17,44,14.6666666667
10,14,8,16,44,22
10,14,9,15,44,44
11,13,2,22,44,4.8888888889
11,13,3,21,44,5.5
11,13,4,20,44,6.2857142857
11,13,5,19,44,7.3333333333
11,13,6,18,44,8.8
11,13,7,17,44,11
11,13,8,16,44,14.6666666667
11,13,9,15,44,22
11,13,10,14,44,44
12,12,2,22,44,4.4
12,12,3,21,44,4.8888888889
12,12,4,20,44,5.5
12,12,5,19,44,6.2857142857
12,12,6,18,44,7.3333333333
12,12,7,17,44,8.8
12,12,8,16,44,11
12,12,9,15,44,14.6666666667
12,12,10,14,44,22
12,12,11,13,44,44
13,11,2,22,44,4
13,11,3,21,44,4.4
13,11,4,20,44,4.8888888889
13,11,5,19,44,5.5
13,11,6,18,44,6.2857142857
13,11,7,17,44,7.3333333333
13,11,8,16,44,8.8
13,11,9,15,44,11
13,11,10,14,44,14.6666666667
13,11,11,13,44,22
13,11,12,12,44,44
14,10,2,22,44,3.6666666667
14,10,3,21,44,4
14,10,4,20,44,4.4
14,10,5,19,44,4.8888888889
14,10,6,18,44,5.5
14,10,7,17,44,6.2857142857
14,10,8,16,44,7.3333333333
14,10,9,15,44,8.8
14,10,10,14,44,11
14,10,11,13,44,14.6666666667
14,10,12,12,44,22
14,10,13,11,44,44
15,9,2,22,44,3.3846153846
15,9,3,21,44,3.6666666667
15,9,4,20,44,4
15,9,5,19,44,4.4
15,9,6,18,44,4.8888888889
15,9,7,17,44,5.5
15,9,8,16,44,6.2857142857
15,9,9,15,44,7.3333333333
15,9,10,14,44,8.8
15,9,11,13,44,11
15,9,12,12,44,14.6666666667
15,9,13,11,44,22
15,9,14,10,44,44
16,8,2,22,44,3.1428571429
16,8,3,21,44,3.3846153846
16,8,4,20,44,3.6666666667
16,8,5,19,44,4
16,8,6,18,44,4.4
16,8,7,17,44,4.8888888889
16,8,8,16,44,5.5
16,8,9,15,44,6.2857142857
16,8,10,14,44,7.3333333333
16,8,11,13,44,8.8
16,8,12,12,44,11
16,8,13,11,44,14.6666666667
16,8,14,10,44,22
16,8,15,9,44,44
17,7,2,22,44,2.9333333333
17,7,3,21,44,3.1428571429
17,7,4,20,44,3.3846153846
17,7,5,19,44,3.6666666667
17,7,6,18,44,4
17,7,7,17,44,4.4
17,7,8,16,44,4.8888888889
17,7,9,15,44,5.5
17,7,10,14,44,6.2857142857
17,7,11,13,44,7.3333333333
17,7,12,12,44,8.8
17,7,13,11,44,11
17,7,14,10,44,14.6666666667
17,7,15,9,44,22
17,7,16,8,44,44
18,6,2,22,44,2.75
18,6,3,21,44,2.9333333333
18,6,4,20,44,3.1428571429
18,6,5,19,44,3.3846153846
18,6,6,18,44,3.6666666667
18,6,7,17,44,4
18,6,8,16,44,4.4
18,6,9,15,44,4.8888888889
18,6,10,14,44,5.5
18,6,11,13,44,6.2857142857
18,6,12,12,44,7.3333333333
18,6,13,11,44,8.8
18,6,14,10,44,11
18,6,15,9,44,14.6666666667
18,6,16,8,44,22
18,6,17,7,44,44
19,5,2,22,44,2.5882352941
19,5,3,21,44,2.75
19,5,4,20,44,2.9333333333
19,5,5,19,44,3.1428571429
19,5,6,18,44,3.3846153846
19,5,7,17,44,3.6666666667
19,5,8,16,44,4
19,5,9,15,44,4.4
19,5,10,14,44,4.8888888889
19,5,11,13,44,5.5
19,5,12,12,44,6.2857142857
19,5,13,11,44,7.3333333333
19,5,14,10,44,8.8
19,5,15,9,44,11
19,5,16,8,44,14.6666666667
19,5,17,7,44,22
19,5,18,6,44,44
20,4,2,22,44,2.4444444444
20,4,3,21,44,2.5882352941
20,4,4,20,44,2.75
20,4,5,19,44,2.9333333333
20,4,6,18,44,3.1428571429
20,4,7,17,44,3.3846153846
20,4,8,16,44,3.6666666667
20,4,9,15,44,4
20,4,10,14,44,4.4
20,4,11,13,44,4.8888888889
20,4,12,12,44,5.5
20,4,13,11,44,6.2857142857
20,4,14,10,44,7.3333333333
20,4,15,9,44,8.8
20,4,16,8,44,11
20,4,17,7,44,14.6666666667
20,4,18,6,44,22
20,4,19,5,44,44
21,3,2,22,44,2.3157894737
21,3,3,21,44,2.4444444444
21,3,4,20,44,2.5882352941
21,3,5,19,44,2.75
21,3,6,18,44,2.9333333333
21,3,7,17,44,3.1428571429
21,3,8,16,44,3.3846153846
21,3,9,15,44,3.6666666667
21,3,10,14,44,4
21,3,11,13,44,4.4
21,3,12,12,44,4.8888888889
21,3,13,11,44,5.5
21,3,14,10,44,6.2857142857
21,3,15,9,44,7.3333333333
21,3,16,8,44,8.8
21,3,17,7,44,11
21,3,18,6,44,14.6666666667
21,3,19,5,44,22
21,3,20,4,44,44
22,2,2,22,44,2.2
22,2,3,21,44,2.3157894737
22,2,4,20,44,2.4444444444
22,2,5,19,44,2.5882352941
22,2,6,18,44,2.75
22,2,7,17,44,2.9333333333
22,2,8,16,44,3.1428571429
22,2,9,15,44,3.3846153846
22,2,10,14,44,3.6666666667
22,2,11,13,44,4
22,2,12,12,44,4.4
22,2,13,11,44,4.8888888889
22,2,14,10,44,5.5
22,2,15,9,44,6.2857142857
22,2,16,8,44,7.3333333333
22,2,17,7,44,8.8
22,2,18,6,44,11
22,2,19,5,44,14.6666666667
22,2,20,4,44,22
22,2,21,3,44,44
3,22,2,23,46,46
4,21,2,23,46,23
4,21,3,22,46,46
5,20,2,23,46,15.3333333333
5,20,3,22,46,23
5,20,4,21,46,46
6,19,2,23,46,11.5
6,19,3,22,46,15.3333333333
6,19,4,21,46,23
6,19,5,20,46,46
7,18,2,23,46,9.2
7,18,3,22,46,11.5
7,18,4,21,46,15.3333333333
7,18,5,20,46,23
7,18,6,19,46,46
8,17,2,23,46,7.6666666667
8,17,3,22,46,9.2
8,17,4,21,46,11.5
8,17,5,20,46,15.3333333333
8,17,6,19,46,23
8,17,7,18,46,46
9,16,2,23,46,6.5714285714
9,16,3,22,46,7.6666666667
9,16,4,21,46,9.2
9,16,5,20,46,11.5
9,16,6,19,46,15.3333333333
9,16,7,18,46,23
9,16,8,17,46,46
10,15,2,23,46,5.75
10,15,3,22,46,6.5714285714
10,15,4,21,46,7.6666666667
10,15,5,20,46,9.2
10,15,6,19,46,11.5
10,15,7,18,46,15.3333333333
10,15,8,17,46,23
10,15,9,16,46,46
11,14,2,23,46,5.1111111111
11,14,3,22,46,5.75
11,14,4,21,46,6.5714285714
11,14,5,20,46,7.6666666667
11,14,6,19,46,9.2
11,14,7,18,46,11.5
11,14,8,17,46,15.3333333333
11,14,9,16,46,23
11,14,10,15,46,46
12,13,2,23,46,4.6
12,13,3,22,46,5.1111111111
12,13,4,21,46,5.75
12,13,5,20,46,6.5714285714
12,13,6,19,46,7.6666666667
12,13,7,18,46,9.2
12,13,8,17,46,11.5
12,13,9,16,46,15.3333333333
12,13,10,15,46,23
12,13,11,14,46,46
13,12,2,23,46,4.1818181818
13,12,3,22,46,4.6
13,12,4,21,46,5.1111111111
13,12,5,20,46,5.75
13,12,6,19,46,6.5714285714
13,12,7,18,46,7.6666666667
13,12,8,17,46,9.2
13,12,9,16,46,11.5
13,12,10,15,46,15.3333333333
13,12,11,14,46,23
13,12,12,13,46,46
14,11,2,23,46,3.8333333333
14,11,3,22,46,4.1818181818
14,11,4,21,46,4.6
14,11,5,20,46,5.1111111111
14,11,6,19,46,5.75
14,11,7,18,46,6.5714285714
14,11,8,17,46,7.6666666667
14,11,9,16,46,9.2
14,11,10,15,46,11.5
14,11,11,14,46,15.3333333333
14,11,12,13,46,23
14,11,13,12,46,46
15,10,2,23,46,3.5384615385
15,10,3,22,46,3.8333333333
15,10,4,21,46,4.1818181818
15,10,5,20,46,4.6
15,10,6,19,46,5.1111111111
15,10,7,18,46,5.75
15,10,8,17,46,6.5714285714
15,10,9,16,46,7.6666666667
15,10,10,15,46,9.2
15,10,11,14,46,11.5
15,10,12,13,46,15.3333333333
15,10,13,12,46,23
15,10,14,11,46,46
16,9,2,23,46,3.2857142857
16,9,3,22,46,3.5384615385
16,9,4,21,46,3.8333333333
16,9,5,20,46,4.1818181818
16,9,6,19,46,4.6
16,9,7,18,46,5.1111111111
16,9,8,17,46,5.75
16,9,9,16,46,6.5714285714
16,9,10,15,46,7.6666666667
16,9,11,14,46,9.2
16,9,12,13,46,11.5
16,9,13,12,46,15.3333333333
16,9,14,11,46,23
16,9,15,10,46,46
17,8,2,23,46,3.0666666667
17,8,3,22,46,3.2857142857
17,8,4,21,46,3.5384615385
17,8,5,20,46,3.8333333333
17,8,6,19,46,4.1818181818
17,8,7,18,46,4.6
17,8,8,17,46,5.1111111111
17,8,9,16,46,5.75
17,8,10,15,46,6.5714285714
17,8,11,14,46,7.6666666667
17,8,12,13,46,9.2
17,8,13,12,46,11.5
17,8,14,11,46,15.3333333333
17,8,15,10,46,23
17,8,16,9,46,46
18,7,2,23,46,2.875
18,7,3,22,46,3.0666666667
18,7,4,21,46,3.2857142857
18,7,5,20,46,3.5384615385
18,7,6,19,46,3.8333333333
18,7,7,18,46,4.1818181818
18,7,8,17,46,4.6
18,7,9,16,46,5.1111111111
18,7,10,15,46,5.75
18,7,11,14,46,6.5714285714
18,7,12,13,46,7.6666666667
18,7,13,12,46,9.2
18,7,14,11,46,11.5
18,7,15,10,46,15.3333333333
18,7,16,9,46,23
18,7,17,8,46,46
19,6,2,23,46,2.7058823529
19,6,3,22,46,2.875
19,6,4,21,46,3.0666666667
19,6,5,20,46,3.2857142857
19,6,6,19,46,3.5384615385
19,6,7,18,46,3.8333333333
19,6,8,17,46,4.1818181818
19,6,9,16,46,4.6
19,6,10,15,46,5.1111111111
19,6,11,14,46,5.75
19,6,12,13,46,6.5714285714
19,6,13,12,46,7.6666666667
19,6,14,11,46,9.2
19,6,15,10,46,11.5
19,6,16,9,46,15.3333333333
19,6,17,8,46,23
19,6,18,7,46,46
20,5,2,23,46,2.5555555556
20,5,3,22,46,2.7058823529
20,5,4,21,46,2.875
20,5,5,20,46,3.0666666667
20,5,6,19,46,3.2857142857
20,5,7,18,46,3.5384615385
20,5,8,17,46,3.8333333333
20,5,9,16,46,4.1818181818
20,5,10,15,46,4.6
20,5,11,14,46,5.1111111111
20,5,12,13,46,5.75
20,5,13,12,46,6.5714285714
20,5,14,11,46,7.6666666667
20,5,15,10,46,9.2
20,5,16,9,46,11.5
20,5,17,8,46,15.3333333333
20,5,18,7,46,23
20,5,19,6,46,46
21,4,2,23,46,2.4210526316
21,4,3,22,46,2.5555555556
21,4,4,21,46,2.7058823529
21,4,5,20,46,2.875
21,4,6,19,46,3.0666666667
21,4,7,18,46,3.2857142857
21,4,8,17,46,3.5384615385
21,4,9,16,46,3.8333333333
21,4,10,15,46,4.1818181818
21,4,11,14,46,4.6
21,4,12,13,46,5.1111111111
21,4,13,12,46,5.75
21,4,14,11,46,6.5714285714
21,4,15,10,46,7.6666666667
21,4,16,9,46,9.2
21,4,17,8,46,11.5
21,4,18,7,46,15.3333333333
21,4,19,6,46,23
21,4,20,5,46,46
22,3,2,23,46,2.3
22,3,3,22,46,2.4210526316
22,3,4,21,46,2.5555555556
22,3,5,20,46,2.7058823529
22,3,6,19,46,2.875
22,3,7,18,46,3.0666666667
22,3,8,17,46,3.2857142857
22,3,9,16,46,3.5384615385
22,3,10,15,46,3.8333333333
22,3,11,14,46,4.1818181818
22,3,12,13,46,4.6
22,3,13,12,46,5.1111111111
22,3,14,11,46,5.75
22,3,15,10,46,6.5714285714
22,3,16,9,46,7.6666666667
22,3,17,8,46,9.2
22,3,18,7,46,11.5
22,3,19,6,46,15.3333333333
22,3,20,5,46,23
22,3,21,4,46,46
23,2,2,23,46,2.1904761905
23,2,3,22,46,2.3
23,2,4,21,46,2.4210526316
23,2,5,20,46,2.5555555556
23,2,6,19,46,2.7058823529
23,2,7,18,46,2.875
23,2,8,17,46,3.0666666667
23,2,9,16,46,3.2857142857
23,2,10,15,46,3.5384615385
23,2,11,14,46,3.8333333333
23,2,12,13,46,4.1818181818
23,2,13,12,46,4.6
23,2,14,11,46,5.1111111111
23,2,15,10,46,5.75
23,2,16,9,46,6.5714285714
23,2,17,8,46,7.6666666667
23,2,18,7,46,9.2
23,2,19,6,46,11.5
23,2,20,5,46,15.3333333333
23,2,21,4,46,23
23,2,22,3,46,46
3,23,2,24,48,48
4,22,2,24,48,24
4,22,3,23,48,48
5,21,2,24,48,16
5,21,3,23,48,24
5,21,4,22,48,48
6,20,2,24,48,12
6,20,3,23,48,16
6,20,4,22,48,24
6,20,5,21,48,48
7,19,2,24,48,9.6
7,19,3,23,48,12
7,19,4,22,48,16
7,19,5,21,48,24
7,19,6,20,48,48
8,18,2,24,48,8
8,18,3,23,48,9.6
8,18,4,22,48,12
8,18,5,21,48,16
8,18,6,20,48,24
8,18,7,19,48,48
9,17,2,24,48,6.8571428571
9,17,3,23,48,8
9,17,4,22,48,9.6
9,17,5,21,48,12
9,17,6,20,48,16
9,17,7,19,48,24
9,17,8,18,48,48
10,16,2,24,48,6
10,16,3,23,48,6.8571428571
10,16,4,22,48,8
10,16,5,21,48,9.6
10,16,6,20,48,12
10,16,7,19,48,16
10,16,8,18,48,24
10,16,9,17,48,48
11,15,2,24,48,5.3333333333
11,15,3,23,48,6
11,15,4,22,48,6.8571428571
11,15,5,21,48,8
11,15,6,20,48,9.6
11,15,7,19,48,12
11,15,8,18,48,16
11,15,9,17,48,24
11,15,10,16,48,48
12,14,2,24,48,4.8
12,14,3,23,48,5.3333333333
12,14,4,22,48,6
12,14,5,21,48,6.8571428571
12,14,6,20,48,8
12,14,7,19,48,9.6
12,14,8,18,48,12
12,14,9,17,48,16
12,14,10,16,48,24
12,14,11,15,48,48
13,13,2,24,48,4.3636363636
13,13,3,23,48,4.8
13,13,4,22,48,5.3333333333
13,13,5,21,48,6
13,13,6,20,48,6.8571428571
13,13,7,19,48,8
13,13,8,18,48,9.6
13,13,9,17,48,12
13,13,10,16,48,16
13,13,11,15,48,24
13,13,12,14,48,48
14,12,2,24,48,4
14,12,3,23,48,4.3636363636
14,12,4,22,48,4.8
14,12,5,21,48,5.3333333333
14,12,6,20,48,6
14,12,7,19,48,6.8571428571
14,12,8,18,48,8
14,12,9,17,48,9.6
14,12,10,16,48,12
14,12,11,15,48,16
14,12,12,14,48,24
14,12,13,13,48,48
15,11,2,24,48,3.6923076923
15,11,3,23,48,4
15,11,4,22,48,4.3636363636
15,11,5,21,48,4.8
15,11,6,20,48,5.3333333333
15,11,7,19,48,6
15,11,8,18,48,6.8571428571
15,11,9,17,48,8
15,11,10,16,48,9.6
15,11,11,15,48,12
15,11,12,14,48,16
15,11,13,13,48,24
15,11,14,12,48,48
16,10,2,24,48,3.4285714286
16,10,3,23,48,3.6923076923
16,10,4,22,48,4
16,10,5,21,48,4.3636363636
16,10,6,20,48,4.8
16,10,7,19,48,5.3333333333
16,10,8,18,48,6
16,10,9,17,48,6.8571428571
16,10,10,16,48,8
16,10,11,15,48,9.6
16,10,12,14,48,12
16,10,13,13,48,16
16,10,14,12,48,24
16,10,15,11,48,48
17,9,2,24,48,3.2
17,9,3,23,48,3.4285714286
17,9,4,22,48,3.6923076923
17,9,5,21,48,4
17,9,6,20,48,4.3636363636
17,9,7,19,48,4.8
17,9,8,18,48,5.3333333333
17,9,9,17,48,6
17,9,10,16,48,6.8571428571
17,9,11,15,48,8
17,9,12,14,48,9.6
17,9,13,13,48,12
17,9,14,12,48,16
17,9,15,11,48,24
17,9,16,10,48,48
18,8,2,24,48,3
18,8,3,23,48,3.2
18,8,4,22,48,3.4285714286
18,8,5,21,48,3.6923076923
18,8,6,20,48,4
18,8,7,19,48,4.3636363636
18,8,8,18,48,4.8
18,8,9,17,48,5.3333333333
18,8,10,16,48,6
18,8,11,15,48,6.8571428571
18,8,12,14,48,8
18,8,13,13,48,9.6
18,8,14,12,48,12
18,8,15,11,48,16
18,8,16,10,48,24
18,8,17,9,48,48
19,7,2,24,48,2.8235294118
19,7,3,23,48,3
19,7,4,22,48,3.2
19,7,5,21,48,3.4285714286
19,7,6,20,48,3.6923076923
19,7,7,19,48,4
19,7,8,18,48,4.3636363636
19,7,9,17,48,4.8
19,7,10,16,48,5.3333333333
19,7,11,15,48,6
19,7,12,14,48,6.8571428571
19,7,13,13,48,8
19,7,14,12,48,9.6
19,7,15,11,48,12
19,7,16,10,48,16
19,7,17,9,48,24
19,7,18,8,48,48
20,6,2,24,48,2.6666666667
20,6,3,23,48,2.8235294118
20,6,4,22,48,3
20,6,5,21,48,3.2
20,6,6,20,48,3.4285714286
20,6,7,19,48,3.6923076923
20,6,8,18,48,4
20,6,9,17,48,4.3636363636
20,6,10,16,48,4.8
20,6,11,15,48,5.3333333333
20,6,12,14,48,6
20,6,13,13,48,6.8571428571
20,6,14,12,48,8
20,6,15,11,48,9.6
20,6,16,10,48,12
20,6,17,9,48,16
20,6,18,8,48,24
20,6,19,7,48,48
21,5,2,24,48,2.5263157895
21,5,3,23,48,2.6666666667
21,5,4,22,48,2.8235294118
21,5,5,21,48,3
21,5,6,20,48,3.2
21,5,7,19,48,3.4285714286
21,5,8,18,48,3.6923076923
21,5,9,17,48,4
21,5,10,16,48,4.3636363636
21,5,11,15,48,4.8
21,5,12,14,48,5.3333333333
21,5,13,13,48,6
21,5,14,12,48,6.8571428571
21,5,15,11,48,8
21,5,16,10,48,9.6
21,5,17,9,48,12
21,5,18,8,48,16
21,5,19,7,48,24
21,5,20,6,48,48
22,4,2,24,48,2.4
22,4,3,23,48,2.5263157895
22,4,4,22,48,2.6666666667
22,4,5,21,48,2.8235294118
22,4,6,20,48,3
22,4,7,19,48,3.2
